state_fips,state_abbrev,state_name,year,beer_tax_usd_per_gallon,policy_change_count_sunday_sales,policy_change_count_underage_purchase,fars_fatalities_total,fars_fatalities_alcohol_involved,fars_fatalities_impaired,rate_alcohol_involved_per100k,rate_impaired_per100k,unemployment_rate,pcpi_nominal,population_thousands,vmt_total_million,vmt_per_capita
04,AZ,Arizona,2004,0.16,0,0,1151,277,928,4.900569739884127,16.417793207987255,4.958333333333333,30154.0,5652.404,61611.56378776172,10900.06372293306
04,AZ,Arizona,2005,0.16,0,0,1179,311,965,5.326184258231224,16.526584595476304,4.641666666666667,32150.0,5839.077,62123.58920345459,10639.2824077255
04,AZ,Arizona,2006,0.16,0,0,1293,404,817,6.700788719321707,13.550852434865927,4.266666666666667,34460.0,6029.141,62636.63289283426,10388.981264965318
04,AZ,Arizona,2007,0.16,0,0,1071,350,615,5.674742257260062,9.971332823471254,3.7,35602.0,6167.681,62963.0,10208.537049824723
04,AZ,Arizona,2008,0.16,0,0,938,294,519,4.6812588191572395,8.263854854226556,5.766666666666667,35586.0,6280.362,61628.0,9812.81015330008
04,AZ,Arizona,2009,0.16,0,0,806,215,400,3.3894810058213944,6.306011173621198,9.716666666666669,33467.0,6343.154,,
04,AZ,Arizona,2010,0.16,0,0,759,204,370,3.1838475299117794,5.774625421898815,10.358333333333333,33778.0,6407.342,59995.0,9363.477086130255
04,AZ,Arizona,2011,0.16,0,0,826,227,412,3.5066493486591934,6.364491328843998,9.5,35263.0,6473.416,59575.0,9203.023565919446
04,AZ,Arizona,2012,0.16,0,0,821,234,422,3.5690622700700265,6.436514008416886,8.391666666666667,36364.0,6556.344,60129.0,9171.117317822249
04,AZ,Arizona,2013,0.16,0,0,849,219,410,3.3008324428119473,6.1796406463602676,7.841666666666666,36918.0,6634.69,60586.0,9131.700200009345
04,AZ,Arizona,2014,0.16,0,0,773,201,424,2.98535261247316,6.297460237256815,6.816666666666666,38268.0,6732.873,62631.0,9302.269625463008
04,AZ,Arizona,2015,0.16,0,0,897,271,194,3.966157408152722,2.8392418346185537,6.108333333333333,39888.0,6832.81,65045.0,9519.50954292597
04,AZ,Arizona,2016,0.16,0,0,952,241,148,3.4702388143475513,2.131101014620073,5.5,41173.0,6944.767,65786.0,9472.744009986223
04,AZ,Arizona,2017,0.16,0,0,998,259,172,3.6747554797840207,2.4403781564588867,4.958333333333333,43255.0,7048.088,65070.0,9232.291083766264
04,AZ,Arizona,2018,0.16,0,0,1011,212,147,2.9591464704920054,2.0518609960487018,4.808333333333334,45297.0,7164.228,66145.0,9232.676570315742
04,AZ,Arizona,2019,0.16,0,0,979,222,121,3.0444978039159647,1.659388442674918,4.816666666666666,47718.0,7291.843,70281.0,9638.304061126933
04,AZ,Arizona,2020,0.16,0,0,1053,197,85,2.741008760792722,1.1826687546567582,7.825,52038.0,7187.135,65758.0,9149.403761025776
04,AZ,Arizona,2021,0.16,0,0,1192,245,120,3.3681244550855793,1.6496936106541613,5.041666666666667,56963.0,7274.078,73760.0,10140.116726820912
04,AZ,Arizona,2022,0.16,0,0,1320,243,132,3.293769245846123,1.789207985397894,3.716666666666667,58873.0,7377.566,76159.0,10323.05234544835
04,AZ,Arizona,2023,0.16,0,0,1304,274,143,3.666519604438737,1.9135485526815306,3.6666666666666665,62194.0,7473.027,75297.0,10075.836739249035
06,CA,California,2003,0.2,0,0,4224,1297,2462,3.679102913869364,6.9837712983395335,6.8999999999999995,35191.0,35253.159,313184.91651883064,8883.882335731405
06,CA,California,2004,0.2,0,0,4120,1320,2390,3.7105150599686696,6.718281055549334,6.2250000000000005,36969.0,35574.576,321265.1196780272,9030.75049096937
06,CA,California,2005,0.2,0,0,4333,1377,2628,3.8433688476059036,7.335056885626954,5.391666666666667,38737.0,35827.943,323935.0065683748,9041.406774828652
06,CA,California,2006,0.2,0,0,4240,1376,2557,3.819972470657697,7.098597098453294,4.891666666666667,41454.0,36021.202,326610.20310836844,9067.165585100922
06,CA,California,2007,0.2,0,0,3995,1313,2267,3.6220378909300943,6.253739450676712,5.316666666666666,43070.0,36250.311,328312.0,9056.805057479369
06,CA,California,2008,0.2,0,0,3434,1142,1804,3.119848885666199,4.9283777493360965,7.283333333333334,43391.0,36604.337,327286.0,8941.180931647526
06,CA,California,2009,0.2,0,0,3090,1070,1599,2.894925382486605,4.326154847286058,11.45,41660.0,36961.229,324486.0,8779.091193098584
06,CA,California,2010,0.2,0,0,2720,847,1419,2.2695879237557794,3.802296651486955,12.316666666666668,43137.0,37319.55,322849.0,8650.934965721719
06,CA,California,2011,0.2,0,0,2816,839,1467,2.2292301708315674,3.897831538271644,11.733333333333334,45508.0,37636.311,320784.0,8523.258297020662
06,CA,California,2012,0.2,0,0,2966,902,1596,2.3771529145251975,4.206137529470305,10.391666666666667,47793.0,37944.551,326272.0,8598.652280797842
06,CA,California,2013,0.2,0,0,3107,946,1699,2.472959003672527,4.441392544650765,9.025,48074.0,38253.768,329534.0,8614.419369093263
06,CA,California,2014,0.2,0,0,3102,936,1710,2.4257058894843215,4.431578067327126,7.566666666666666,50617.0,38586.706,332857.0,8626.209244188918
06,CA,California,2015,0.2,0,0,3387,1093,654,2.8094583693276443,1.6810482832024514,6.216666666666666,53816.0,38904.296,335539.0,8624.728744609592
06,CA,California,2016,0.2,0,0,3837,1148,800,2.932372591348387,2.0434652204518375,5.516666666666667,55862.0,39149.186,340115.0,8687.66466817471
06,CA,California,2017,0.2,0,0,3884,1169,843,2.9716975676185124,2.1429778011141196,4.833333333333333,58214.0,39337.785,343862.0,8741.26491870348
06,CA,California,2018,0.2,0,0,3798,1081,821,2.7410485304290493,2.0817769134895925,4.258333333333334,60984.0,39437.463,348796.0,8844.280880846722
06,CA,California,2019,0.2,0,0,3719,1005,707,2.5483288667847774,1.7927049838973508,4.091666666666667,64219.0,39437.61,340836.0,8642.410125765735
06,CA,California,2020,0.2,0,0,3980,1156,789,2.9249562989768876,1.9963585812221145,10.166666666666666,70065.0,39521.958,299812.0,7585.960189522999
06,CA,California,2021,0.2,0,0,4513,1277,838,3.262433108305498,2.140891890963201,7.35,76887.0,39142.565,310823.0,7940.792842778699
06,CA,California,2022,0.2,0,0,4539,1258,738,3.2139049982967327,1.8854228050421216,4.291666666666667,76741.0,39142.414,315244.0,8053.770010199167
06,CA,California,2023,0.2,0,0,4061,1102,503,2.811318224309163,1.2832060497527302,4.7250000000000005,80771.0,39198.693,316612.0,8077.10604024476
08,CO,Colorado,2003,0.08,0,0,642,232,339,5.122846748273027,7.48553899855412,6.116666666666667,34757.0,4528.732,46468.532488552955,10260.826317069095
08,CO,Colorado,2004,0.08,0,0,667,215,476,4.699440198312005,10.404342020448903,5.566666666666666,35753.0,4575.013,47667.42542117174,10419.07977554856
08,CO,Colorado,2005,0.08,0,0,606,225,411,4.857630409025434,8.873271547153127,5.083333333333333,37619.0,4631.888,48063.56750580315,10376.668759219383
08,CO,Colorado,2006,0.08,0,0,535,201,346,4.258092971752744,7.329851583216166,4.25,39869.0,4720.423,48460.49740496221,10266.134497896102
08,CO,Colorado,2007,0.08,0,0,554,194,349,4.038412379357634,7.264978971112446,3.6833333333333336,41760.0,4803.868,48713.0,10140.370218332393
08,CO,Colorado,2008,0.08,3,0,548,197,319,4.028852308818688,6.5238775965135085,4.841666666666667,42961.0,4889.73,47860.0,9787.861497465095
08,CO,Colorado,2009,0.08,0,0,465,172,273,3.4592368159334055,5.490532853196626,7.949999999999999,40258.0,4972.195,46230.0,9297.704534918683
08,CO,Colorado,2010,0.08,0,0,450,141,252,2.7934405261653255,4.992532004210369,9.141666666666667,40827.0,5047.539,46940.0,9299.58143958868
08,CO,Colorado,2011,0.08,0,0,447,166,244,3.2409847908002893,4.763857162381147,8.691666666666666,43735.0,5121.9,46606.0,9099.35766024327
08,CO,Colorado,2012,0.08,0,0,474,156,298,3.003662157322582,5.73776489027006,7.991666666666667,45495.0,5193.66,46769.0,9005.017656142296
08,CO,Colorado,2013,0.08,0,0,482,168,256,3.187387658814436,4.856971670574379,6.7250000000000005,47088.0,5270.774,46968.0,8911.02521185693
08,CO,Colorado,2014,0.08,0,0,488,175,276,3.2694165511317133,5.156336960642016,4.95,50251.0,5352.637,48985.0,9151.56398612497
08,CO,Colorado,2015,0.08,0,0,547,184,124,3.3734678222505132,2.2734239671688243,3.7,51401.0,5454.328,50437.0,9247.151986459194
08,CO,Colorado,2016,0.08,0,0,608,215,134,3.8781755042169297,2.417095430535203,3.1166666666666667,51312.0,5543.844,52152.0,9407.1911114382
08,CO,Colorado,2017,0.08,0,0,648,211,142,3.7561720939199676,2.5278504139177036,2.6166666666666667,54176.0,5617.421,53382.0,9502.937379982735
08,CO,Colorado,2018,0.08,0,0,632,211,153,3.7036029386597344,2.6855509460423668,3.025,57798.0,5697.155,53954.0,9470.340898220253
08,CO,Colorado,2019,0.08,0,0,597,199,132,3.4557694505118186,2.2922691832540707,2.6666666666666665,61278.0,5758.486,54634.0,9487.563224083553
08,CO,Colorado,2020,0.08,0,0,622,219,151,3.7842598635696563,2.6092385360685757,6.791666666666667,64671.0,5787.129,48642.0,8405.2040312217
08,CO,Colorado,2021,0.08,0,0,691,265,187,4.557935313782027,3.2163543534990153,5.508333333333333,71676.0,5814.036,53840.0,9260.348577132992
08,CO,Colorado,2022,0.08,0,0,764,304,219,5.195750764621382,3.7429915047765867,3.1,76544.0,5850.935,53935.0,9218.184785850466
08,CO,Colorado,2023,0.08,0,0,720,243,176,4.11770955710221,2.982374000205716,3.3000000000000003,79746.0,5901.339,54654.0,9261.287989047909
09,CT,Connecticut,2003,0.2,0,0,298,112,141,3.214385753842339,4.046682065105087,5.458333333333333,44898.0,3484.336,30576.14747306854,8775.315432572674
09,CT,Connecticut,2004,0.2,0,0,294,92,184,2.631508191713381,5.263016383426762,5.05,47098.0,3496.094,31365.01523258305,8971.445056277964
09,CT,Connecticut,2005,0.2,0,0,278,92,161,2.6233576925401976,4.590875961945345,4.858333333333333,49424.0,3506.956,31625.67547191732,9017.984677286318
09,CT,Connecticut,2006,0.2,0,0,311,101,166,2.871390150847487,4.719314505353295,4.425,53224.0,3517.46,31886.85409072021,9065.30680966385
09,CT,Connecticut,2007,0.2,0,0,296,113,140,3.2036107244412815,3.969075233821057,4.533333333333333,57112.0,3527.27,32053.0,9087.19774783331
09,CT,Connecticut,2008,0.2,0,0,302,101,131,2.8486179549235824,3.694742099950389,5.641666666666667,60543.0,3545.579,31737.0,8951.147330238588
09,CT,Connecticut,2009,0.2,0,0,224,99,115,2.779488051991587,3.22869824221245,8.258333333333333,59586.0,3561.807,31420.0,8821.36511046219
09,CT,Connecticut,2010,0.2,0,0,320,112,154,3.1292144861396753,4.302669918442054,9.491666666666667,61392.0,3579.173,31294.0,8743.36054725491
09,CT,Connecticut,2011,0.2,0,0,221,84,112,2.340724822160645,3.120966429547527,9.008333333333333,62964.0,3588.632,31197.0,8693.284794874482
09,CT,Connecticut,2012,0.24,3,0,264,90,139,2.5033301244349775,3.8662543032940206,8.383333333333335,63556.0,3595.211,31269.0,8697.403295661923
09,CT,Connecticut,2013,0.24,0,0,286,101,164,2.808838775991492,4.560886725372324,7.95,62000.0,3595.792,30941.0,8604.780254252748
09,CT,Connecticut,2014,0.24,0,0,248,79,152,2.1970705540539153,4.227274990078419,6.616666666666667,64484.0,3595.697,31190.0,8674.257035562228
09,CT,Connecticut,2015,0.24,0,0,270,100,80,2.7866323019171197,2.2293058415336953,5.608333333333333,66222.0,3588.561,31592.0,8803.528768216564
09,CT,Connecticut,2016,0.24,0,0,304,91,73,2.5420201517949175,2.0392029789124066,4.875,67551.0,3579.83,31639.0,8838.129184905429
09,CT,Connecticut,2017,0.24,0,0,281,109,88,3.04867474947725,2.461315394073376,4.408333333333333,69147.0,3575.324,31500.0,8810.390331058108
09,CT,Connecticut,2018,0.24,0,0,293,103,78,2.8814727179085766,2.182086135891932,3.9,72159.0,3574.561,31596.0,8839.127378159164
09,CT,Connecticut,2019,0.24,0,0,249,89,68,2.4957782088837366,1.9068867213943155,3.5833333333333335,74176.0,3566.022,31601.0,8861.695188644377
09,CT,Connecticut,2020,0.24,0,0,299,110,83,3.07269607851353,2.318488859242027,8.008333333333333,76779.0,3579.918,,
09,CT,Connecticut,2021,0.24,0,0,303,108,74,2.9945042528892114,2.0517899510537188,6.458333333333333,81692.0,3606.607,28989.0,8037.748498796792
09,CT,Connecticut,2022,0.24,0,0,366,126,91,3.482659259105703,2.5152539093541186,4.033333333333333,84777.0,3617.925,29666.0,8199.727744494427
09,CT,Connecticut,2023,0.24,0,0,308,116,87,3.184168752159951,2.388126564119963,3.1999999999999997,89307.0,3643.023,30503.0,8372.991331649568
11,DC,District of Columbia,2003,0.09,0,0,67,6,58,1.0554052580289954,10.202250827613623,6.833333333333333,45978.0,568.502,3442.714136907758,6055.764336638672
11,DC,District of Columbia,2004,0.09,0,0,43,11,30,1.937458828999884,5.283978624545138,7.5,49986.0,567.754,3531.5365168437343,6220.187822267627
11,DC,District of Columbia,2005,0.09,0,0,48,20,20,3.5264910003949668,3.5264910003949668,6.466666666666666,52686.0,567.136,3560.885495215724,6278.715326157613
11,DC,District of Columbia,2006,0.09,0,0,37,10,21,1.752292436580156,3.679814116818328,5.833333333333333,55384.0,570.681,3590.2928404021227,6291.242989344524
11,DC,District of Columbia,2007,0.09,0,0,44,14,20,2.43730893238905,3.481869903412929,5.541666666666667,59358.0,574.404,3609.0,6283.03424070863
11,DC,District of Columbia,2008,0.09,0,0,34,7,24,1.2064056694172716,4.136248009430646,6.508333333333333,60609.0,580.236,3611.0,6223.329817522525
11,DC,District of Columbia,2009,0.09,0,0,29,9,14,1.519684986187752,2.3639544229587255,9.541666666666666,60011.0,592.228,3608.0,6092.248255739343
11,DC,District of Columbia,2010,0.09,0,0,24,9,8,1.4869102335770765,1.3216979854018458,9.775,63190.0,605.282,3591.0,5932.771831972535
11,DC,District of Columbia,2011,0.09,0,0,27,12,16,1.9345789872479002,2.579438649663867,10.083333333333334,66985.0,620.29,3568.0,5752.148188750423
11,DC,District of Columbia,2012,0.09,0,0,15,1,13,0.15729775048487032,2.044870756303314,8.958333333333334,67522.0,635.737,3572.0,5618.675647319567
11,DC,District of Columbia,2013,0.09,0,0,20,6,11,0.9208682559829579,1.6882584693020892,8.416666666666666,67081.0,651.559,3527.0,5413.1705647531535
11,DC,District of Columbia,2014,0.09,0,0,23,5,11,0.7534625370891933,1.6576175815962255,7.716666666666666,70527.0,663.603,3528.0,5316.431661701348
11,DC,District of Columbia,2015,0.09,0,0,23,5,3,0.7385371646672004,0.4431222988003203,6.883333333333333,74784.0,677.014,3557.0,5253.953389442464
11,DC,District of Columbia,2016,0.09,0,0,27,10,7,1.4543846789300383,1.0180692752510268,6.233333333333333,77500.0,687.576,3622.0,5267.781307084599
11,DC,District of Columbia,2017,0.09,0,0,31,14,11,2.008380685689857,1.5780133958991736,6.108333333333333,79567.0,697.079,3716.0,5330.816162873935
11,DC,District of Columbia,2018,0.09,0,0,31,5,4,0.7100790033899171,0.5680632027119338,5.716666666666666,82272.0,704.147,3691.0,5241.8032030243685
11,DC,District of Columbia,2019,0.09,0,0,23,4,3,0.5647699339077985,0.4235774504308489,5.516666666666667,83675.0,708.253,3756.0,5303.189679394228
11,DC,District of Columbia,2020,0.09,0,0,36,10,6,1.4904973342455177,0.8942984005473107,7.966666666666666,90691.0,670.917,3030.0,4516.206922763919
11,DC,District of Columbia,2021,0.09,0,0,41,8,5,1.1953572325089352,0.7470982703180845,6.833333333333333,97764.0,669.256,3248.0,4853.150363986278
11,DC,District of Columbia,2022,0.09,0,0,32,10,7,1.4777051239425172,1.0343935867597622,4.7,100153.0,676.725,3421.0,5055.229229007352
11,DC,District of Columbia,2023,0.09,0,0,44,14,8,2.036885078943846,1.1639343308250547,4.8500000000000005,105518.0,687.324,3481.0,5064.56925700252
10,DE,Delaware,2003,0.16,3,0,142,53,74,6.479193841587379,9.046421590140866,4.25,37985.0,818.003,9046.06765317159,11058.721854530595
10,DE,Delaware,2004,0.16,0,0,134,41,76,4.934984587200576,9.147776307981555,4.008333333333333,38843.0,830.803,9279.45713195598,11169.262908241762
10,DE,Delaware,2005,0.16,0,0,133,56,92,6.62604271431107,10.88564160208247,4.125,39133.0,845.15,9356.574439216049,11070.903909620836
10,DE,Delaware,2006,0.16,0,0,148,44,114,5.120637565928209,13.267106420813995,3.5833333333333335,40736.0,859.268,9433.845110981803,10978.932196918544
10,DE,Delaware,2007,0.16,0,0,117,50,82,5.735595911208387,9.406377294381755,3.4,41539.0,871.749,9483.0,10878.131205197826
10,DE,Delaware,2008,0.16,0,0,121,60,62,6.78829787956202,7.01457447554742,4.866666666666666,41254.0,883.874,8976.0,10155.29362782478
10,DE,Delaware,2009,0.16,0,0,116,42,73,4.70994583562289,8.186334428582642,8.158333333333333,41056.0,891.73,9080.0,10182.454330346629
10,DE,Delaware,2010,0.16,0,0,101,37,73,4.112724212941298,8.114293717424722,8.299999999999999,41100.0,899.647,8948.0,9946.123312810469
10,DE,Delaware,2011,0.16,0,0,99,40,71,4.4072764133584545,7.822915633711257,7.433333333333334,43779.0,907.59,9028.0,9947.222864950032
10,DE,Delaware,2012,0.16,0,0,114,41,76,4.47833903866445,8.301311388743859,6.958333333333333,43771.0,915.518,9186.0,10033.664002236985
10,DE,Delaware,2013,0.16,0,0,99,45,72,4.8698031084494335,7.791684973519093,6.533333333333334,43943.0,924.062,9308.0,10072.917185210516
10,DE,Delaware,2014,0.16,0,0,124,52,69,5.572636639442908,7.394460156183858,5.616666666666667,45359.0,933.131,9596.0,10283.657921556565
10,DE,Delaware,2015,0.16,0,0,131,37,28,3.927542154734546,2.972194063042359,4.808333333333334,47238.0,942.065,9931.0,10541.735442883453
10,DE,Delaware,2016,0.16,0,0,119,38,30,4.0000463163257685,3.157931302362449,4.533333333333333,48186.0,949.989,10178.0,10713.808265148333
10,DE,Delaware,2017,0.16,0,0,119,28,23,2.9229327036501167,2.400980435141167,4.3999999999999995,49997.0,957.942,10467.0,10926.548788966347
10,DE,Delaware,2018,0.26,0,0,111,28,21,2.895598173704866,2.17169863027865,3.6916666666666664,52670.0,966.985,10179.0,10526.533503622082
10,DE,Delaware,2019,0.26,0,0,132,28,21,2.8668902841088273,2.1501677130816206,3.5500000000000003,53778.0,976.668,10245.0,10489.746771676762
10,DE,Delaware,2020,0.26,0,0,116,27,23,2.721971756014549,2.3187166810494313,7.525,55497.0,991.928,8345.0,8412.909001459784
10,DE,Delaware,2021,0.26,0,0,136,29,25,2.8853941348891907,2.4874087369734403,5.441666666666666,59619.0,1005.062,10152.0,10100.869399101746
10,DE,Delaware,2022,0.26,0,0,162,46,35,4.507042253521127,3.4292712798530314,4.175,63890.0,1020.625,9872.0,9672.504592774036
10,DE,Delaware,2023,0.26,0,0,135,40,32,3.8594280520598248,3.0875424416478596,3.8333333333333335,66557.0,1036.423,9718.0,9376.480452479345
12,FL,Florida,2003,0.48,0,0,3169,887,2034,5.21639359012849,11.961831524601294,5.291666666666667,31779.0,17004.085,196623.9070694275,11563.333579515012
12,FL,Florida,2004,0.48,0,0,3244,835,2184,4.7946296473024494,12.540684011627006,4.608333333333333,33706.0,17415.318,201696.8241585889,11581.575723084063
12,FL,Florida,2005,0.48,0,0,3518,933,2429,5.229223253531912,13.613915630041816,3.7416666666666663,35736.0,17842.038,203373.03384853428,11398.531594234597
12,FL,Florida,2006,0.48,0,0,3357,859,2317,4.728356210907806,12.753901444322917,3.283333333333333,38009.0,18166.99,205052.5770453106,11287.09692939285
12,FL,Florida,2007,0.48,0,0,3213,890,2218,4.845424955201596,12.075452304086674,4.008333333333334,39184.0,18367.842,206121.0,11221.840867315823
12,FL,Florida,2008,0.48,0,0,2980,887,1926,4.7875284613709335,10.395467662458193,6.3,39185.0,18527.305,198616.0,10720.177597335392
12,FL,Florida,2009,0.48,0,0,2560,759,1618,4.069128215817554,8.674373456117,10.216666666666669,36777.0,18652.644,196379.0,10528.21251507293
12,FL,Florida,2010,0.48,0,0,2444,669,1526,3.5497979613122963,8.097147517133877,11.25,38779.0,18846.143,195755.0,10387.00597782793
12,FL,Florida,2011,0.48,0,0,2400,772,1457,4.0513010160211635,7.646043497853414,10.183333333333334,40437.0,19055.607,191855.0,10068.165238714253
12,FL,Florida,2012,0.48,0,0,2431,726,1597,3.761265144532053,8.273747156773675,8.674999999999999,41211.0,19302.016,191374.0,9914.715644210428
12,FL,Florida,2013,0.48,0,0,2403,726,1503,3.713236275679254,7.687319727749198,7.516666666666667,40743.0,19551.678,192702.0,9856.033840164511
12,FL,Florida,2014,0.48,0,0,2494,680,1716,3.4250232196427097,8.643146830745426,6.441666666666666,42877.0,19853.88,201040.0,10125.980412896623
12,FL,Florida,2015,0.48,0,0,2938,708,503,3.501637633820794,2.487745381090197,5.5,44957.0,20219.111,206982.0,10236.948597789487
12,FL,Florida,2016,0.48,0,0,3176,722,554,3.5002264239267724,2.68576930589395,4.908333333333334,45730.0,20627.237,215551.0,10449.824181493625
12,FL,Florida,2017,0.48,0,0,3116,705,484,3.3608095003076928,2.3072791463105293,4.283333333333333,48447.0,20977.089,218826.0,10431.666662614627
12,FL,Florida,2018,0.48,0,0,3135,692,506,3.2557158749929314,2.3806246137954092,3.641666666666667,51015.0,21254.926,221816.0,10435.980816870404
12,FL,Florida,2019,0.48,0,0,3185,693,513,3.224447209703902,2.3869284539366546,3.2416666666666667,53666.0,21492.056,226514.0,10539.429080214568
12,FL,Florida,2020,0.48,0,0,3329,788,563,3.649493899023413,2.6074429760789104,8.066666666666666,56539.0,21592.035,208076.0,9636.701681893346
12,FL,Florida,2021,0.48,0,0,3741,805,585,3.687256689725686,2.6795592093037595,4.716666666666667,62238.0,21831.949,217566.0,9965.486819339858
12,FL,Florida,2022,0.48,0,0,3548,728,523,3.253004381904144,2.3369797963404775,3.016666666666667,64171.0,22379.312,227757.0,10177.122513864591
12,FL,Florida,2023,0.48,0,0,3396,596,379,2.6020669492616157,1.6546700902183762,2.9499999999999997,67821.0,22904.868,239188.0,10442.670964093746
13,GA,Georgia,2003,1.01,0,0,1603,342,588,3.96623228691678,6.819136212593762,4.825,30805.0,8622.793,107355.63637620836,12450.216116310383
13,GA,Georgia,2004,1.01,0,0,1634,327,1136,3.7289383404650702,12.95435460173798,4.766666666666667,31982.0,8769.252,110125.42287118612,12558.131853342353
13,GA,Georgia,2005,1.01,0,0,1729,423,1227,4.73900623375378,13.746479075214864,5.283333333333333,33283.0,8925.922,111040.62469300992,12440.241433099003
13,GA,Georgia,2006,1.01,0,0,1693,441,1147,4.816612134826257,12.527560359740853,4.658333333333333,34574.0,9155.813,111957.64659232344,12228.03989032142
13,GA,Georgia,2007,1.01,0,0,1641,402,1080,4.299470758679049,11.550816963615354,4.575,35440.0,9349.988,112541.0,12036.486036131811
13,GA,Georgia,2008,1.01,0,0,1495,382,968,4.019003785754273,10.184281844529153,6.408333333333334,35272.0,9504.843,109057.0,11473.834970235699
13,GA,Georgia,2009,1.01,0,0,1292,305,854,3.1701993774767834,8.876558256934993,9.908333333333331,34213.0,9620.846,109258.0,11356.38175686421
13,GA,Georgia,2010,1.01,0,0,1247,294,774,3.0271177236816054,7.969350741937287,10.383333333333333,34740.0,9712.209,111722.0,11503.25327636586
13,GA,Georgia,2011,1.01,3,0,1226,275,753,2.805083423181005,7.680828427837445,10.033333333333331,36760.0,9803.63,108454.0,11062.637002824464
13,GA,Georgia,2012,1.01,0,0,1192,300,768,3.0292076198707942,7.7547715068692336,9.041666666666666,37250.0,9903.58,107488.0,10853.448954822397
13,GA,Georgia,2013,1.01,0,0,1180,288,738,2.8870467035941325,7.3980571779599655,8.133333333333333,37484.0,9975.592,109355.0,10962.256676095012
13,GA,Georgia,2014,1.01,0,0,1164,263,757,2.611405746522461,7.516479658241457,7.1499999999999995,39550.0,10071.204,111535.0,11074.644104121016
13,GA,Georgia,2015,1.01,0,0,1432,322,224,3.162023353211855,2.199668419625638,6.05,41527.0,10183.353,118107.0,11598.046340925233
13,GA,Georgia,2016,1.01,0,0,1556,348,228,3.3758738711436704,2.211779432818267,5.45,42742.0,10308.442,122802.0,11912.760434603018
13,GA,Georgia,2017,1.01,0,0,1540,319,203,3.062292893243766,1.9487318411551238,4.758333333333334,44836.0,10417.031,124733.0,11973.94919915281
13,GA,Georgia,2018,1.01,0,0,1505,297,193,2.823357896547033,1.834707319978375,4.016666666666667,46624.0,10519.389,131456.0,12496.543287827839
13,GA,Georgia,2019,1.01,0,0,1492,239,169,2.2487725841690174,1.5901362624458744,3.6,48529.0,10628.02,133128.0,12526.133748336943
13,GA,Georgia,2020,1.01,0,0,1658,395,204,3.6802769208064037,1.9006999793531805,6.55,51460.0,10732.888,115967.0,10804.827181649523
13,GA,Georgia,2021,1.01,0,0,1809,300,215,2.77982146133361,1.9922053806224207,3.9416666666666664,56079.0,10792.06,120685.0,11182.758435368225
13,GA,Georgia,2022,1.01,0,0,1796,392,282,3.5858671097773884,2.5796288901969984,3.1666666666666665,57193.0,10931.805,128871.0,11788.629599594944
13,GA,Georgia,2023,1.01,0,0,1615,311,206,2.8108085439903285,1.8618217365337868,3.283333333333333,59691.0,11064.432,126339.0,11418.480406404957
15,HI,Hawaii,2003,0.93,0,0,133,67,59,5.3550562121049845,4.715646515137226,3.908333333333333,32557.0,1251.154,9868.350719398935,7887.3989288280545
15,HI,Hawaii,2004,0.93,0,0,142,50,67,3.9259749569909443,5.2608064423678655,3.3083333333333336,34336.0,1273.569,10122.955186131458,7948.4937102987415
15,HI,Hawaii,2005,0.93,0,0,140,61,58,4.718699742946897,4.4866325424741,2.841666666666667,36278.0,1292.729,10207.082418400294,7895.763472777584
15,HI,Hawaii,2006,0.93,0,0,161,73,55,5.5736635996246555,4.199335588758302,2.566666666666667,38315.0,1309.731,10291.37695593238,7857.626456067986
15,HI,Hawaii,2007,0.93,0,0,138,61,50,4.636403367092937,3.8003306287647027,2.7416666666666667,40301.0,1315.675,10345.0,7862.88407091417
15,HI,Hawaii,2008,0.93,0,0,107,48,34,3.603027443809661,2.5521444393651764,4.091666666666667,41887.0,1332.213,10278.0,7714.982514057437
15,HI,Hawaii,2009,0.93,0,0,109,56,30,4.158260421454544,2.227639511493506,6.5,41144.0,1346.717,9973.0,7405.4162827082455
15,HI,Hawaii,2010,0.93,0,0,113,46,19,3.3724241277884817,1.3929577919126337,6.7,41498.0,1364.004,9995.0,7327.691121140408
15,HI,Hawaii,2011,0.93,0,0,100,46,28,3.3343916402452374,2.029629694062318,6.708333333333333,42758.0,1379.562,10066.0,7296.518750154034
15,HI,Hawaii,2012,0.93,0,0,125,54,36,3.8704156181304605,2.58027707875364,5.808333333333334,43523.0,1395.199,10050.0,7203.273511520579
15,HI,Hawaii,2013,0.93,0,0,102,43,27,3.052195380253857,1.916494773647771,4.716666666666667,43548.0,1408.822,10099.0,7168.4002663217925
15,HI,Hawaii,2014,0.93,0,0,95,30,40,2.1196395199723033,2.826186026629738,4.2250000000000005,45445.0,1415.335,10174.0,7188.404158732738
15,HI,Hawaii,2015,0.93,0,0,93,32,25,2.248771784098232,1.7568529563267437,3.4166666666666665,47150.0,1422.999,10301.0,7238.9369212487145
15,HI,Hawaii,2016,0.93,0,0,120,33,25,2.3094930662719535,1.7496159592969343,2.908333333333333,48561.0,1428.885,10635.0,7442.866290849159
15,HI,Hawaii,2017,0.93,0,0,107,41,32,2.8756532467177225,2.2444122901211494,2.2333333333333334,50506.0,1425.763,10749.0,7539.121158285073
15,HI,Hawaii,2018,0.93,0,0,117,30,20,2.108070960479291,1.4053806403195273,2.4,51554.0,1423.102,10887.0,7650.189515579347
