state_fips,state_abbrev,state_name,year,beer_tax_usd_per_gallon,policy_change_count_sunday_sales,policy_change_count_underage_purchase,fars_fatalities_total,fars_fatalities_alcohol_involved,fars_fatalities_impaired,rate_alcohol_involved_per100k,rate_impaired_per100k,unemployment_rate,pcpi_nominal,population_thousands,vmt_total_million,vmt_per_capita
01,AL,Alabama,2023,1.05,0,0,974,261,181,5.099974148406902,3.5367636814622583,2.4666666666666663,54112.0,5117.673,72289.0,14125.365180620176
05,AR,Arkansas,2003,0.24,0,0,640,215,251,7.890441042624529,9.211631170691893,5.758333333333333,25564.0,2724.816,31642.635255020017,11612.760368046876
05,AR,Arkansas,2004,0.24,0,0,703,218,275,7.9281779810494735,10.001141948571583,5.566666666666666,27024.0,2749.686,32459.01850934428,11804.627331755073
05,AR,Arkansas,2005,0.24,0,0,654,183,257,6.580137262382434,9.240957794711942,5.266666666666667,28043.0,2781.097,32728.770507564637,11768.295211409251
05,AR,Arkansas,2006,0.24,0,0,665,220,243,7.796549743227722,8.61164358001971,5.233333333333333,29376.0,2821.761,32999.058966189754,11694.491123163782
05,AR,Arkansas,2007,0.24,0,0,649,206,222,7.231495620732628,7.793165183507978,5.383333333333333,31036.0,2848.65,33171.0,11644.463166763204
05,AR,Arkansas,2008,0.24,0,0,600,179,176,6.227052961955142,6.122688945832988,5.416666666666667,32157.0,2874.554,33163.0,11536.746222196556
05,AR,Arkansas,2009,0.24,0,0,596,201,158,6.938587973183221,5.454213431656462,7.708333333333333,31411.0,2896.843,33154.0,11444.87291855306
05,AR,Arkansas,2010,0.24,0,0,571,192,140,6.570846386616281,4.791242156907705,7.833333333333333,32218.0,2921.998,33504.0,11466.12694464541
05,AR,Arkansas,2011,0.24,0,0,551,178,158,6.052284941575049,5.37225292566774,7.883333333333333,34181.0,2941.038,32953.0,11204.547510096776
05,AR,Arkansas,2012,0.24,0,0,560,173,123,5.858695048488322,4.165430583607304,7.258333333333333,36289.0,2952.876,33522.0,11352.322278348294
05,AR,Arkansas,2013,0.24,0,0,498,136,132,4.593882232451117,4.458768049143731,7.041666666666667,36286.0,2960.459,33493.0,11313.44835378568
05,AR,Arkansas,2014,0.24,0,0,470,125,163,4.210513551285234,5.490509670875945,5.875,38220.0,2968.759,34024.0,11460.681045514304
05,AR,Arkansas,2015,0.24,0,0,550,159,122,5.336050356206531,4.094327946271678,4.95,39267.0,2979.732,34897.0,11711.455929593669
05,AR,Arkansas,2016,0.24,0,0,561,129,83,4.311763929253647,2.774235706419013,3.975,40181.0,2991.815,35755.0,11950.939479880943
05,AR,Arkansas,2017,0.24,0,3,525,134,107,4.460934366006349,3.5620893818110395,3.7416666666666663,41403.0,3003.855,36389.0,12114.100048104852
05,AR,Arkansas,2018,0.24,0,0,520,144,92,4.780620956183949,3.054285610895301,3.65,43031.0,3012.161,36675.0,12175.643997780995
05,AR,Arkansas,2019,0.24,0,0,511,132,104,4.3694357966027635,3.4425857791415715,3.4916666666666667,43737.0,3020.985,37099.0,12280.431713497419
05,AR,Arkansas,2020,0.24,0,0,651,172,125,5.7056684489140315,4.146561372757291,6.158333333333334,47100.0,3014.546,33919.0,11251.777216204364
05,AR,Arkansas,2021,0.24,0,0,692,202,138,6.673560476664013,4.559165078116998,4.033333333333333,52872.0,3026.87,38427.0,12695.292496869704
05,AR,Arkansas,2022,0.24,0,0,637,162,94,5.315476831083334,3.084289025443416,3.1750000000000003,55299.0,3047.704,38530.0,12642.3038457803
05,AR,Arkansas,2023,0.24,0,0,596,159,122,5.18005918299064,3.974636605816718,3.141666666666667,57603.0,3069.463,39101.0,12738.71032164258
04,AZ,Arizona,2003,0.16,0,0,1118,292,896,5.2991054674428035,16.260268831605316,5.783333333333334,28384.0,5510.364,60061.95904741567,10899.816971694732
