year,unemployment_rate,pcpi_nominal,population_thousands,state_abbrev,state_name,state_fips
2012,3.9166666666666665,46385.0,1853.691,NE,Nebraska,31
2013,3.716666666666667,45911.0,1865.813,NE,Nebraska,31
2014,3.233333333333333,48187.0,1879.955,NE,Nebraska,31
2015,2.975,49708.0,1892.059,NE,Nebraska,31
2016,3.108333333333334,48688.0,1906.483,NE,Nebraska,31
2017,2.9583333333333335,49533.0,1916.998,NE,Nebraska,31
2018,2.908333333333333,51436.0,1925.512,NE,Nebraska,31
2019,3.1166666666666667,53513.0,1932.571,NE,Nebraska,31
2020,4.266666666666667,56745.0,1963.387,NE,Nebraska,31
2021,2.6,63517.0,1964.537,NE,Nebraska,31
2022,2.15,66923.0,1972.246,NE,Nebraska,31
2023,2.308333333333333,71006.0,1987.864,NE,Nebraska,31
2003,5.2,33136.0,2248.85,NV,Nevada,32
2004,4.45,35173.0,2346.222,NV,Nevada,32
2005,4.208333333333333,37907.0,2432.143,NV,Nevada,32
2006,4.166666666666667,39437.0,2522.658,NV,Nevada,32
2007,4.766666666666667,39870.0,2601.072,NV,Nevada,32
2008,6.8999999999999995,38640.0,2653.63,NV,Nevada,32
2009,11.075000000000001,36125.0,2684.665,NV,Nevada,32
2010,13.25,37289.0,2702.483,NV,Nevada,32
2011,12.983333333333334,38595.0,2713.114,NV,Nevada,32
2012,11.533333333333333,39680.0,2744.67,NV,Nevada,32
2013,9.966666666666667,39331.0,2776.956,NV,Nevada,32
2014,8.200000000000001,41126.0,2818.935,NV,Nevada,32
2015,6.866666666666667,43799.0,2868.531,NV,Nevada,32
2016,5.833333333333333,44715.0,2919.555,NV,Nevada,32
2017,5.008333333333334,46991.0,2972.097,NV,Nevada,32
2018,4.408333333333333,49289.0,3030.725,NV,Nevada,32
2019,4.108333333333333,51942.0,3090.771,NV,Nevada,32
2020,13.674999999999999,54656.0,3116.967,NV,Nevada,32
2021,6.825,60775.0,3148.141,NV,Nevada,32
2022,5.2,62493.0,3176.116,NV,Nevada,32
2023,5.141666666666667,65822.0,3214.363,NV,Nevada,32
2003,4.433333333333334,37374.0,1279.84,NH,New Hampshire,33
2004,3.8249999999999997,39324.0,1290.121,NH,New Hampshire,33
2005,3.6333333333333333,40404.0,1298.492,NH,New Hampshire,33
2006,3.516666666666667,42866.0,1308.389,NH,New Hampshire,33
2007,3.533333333333333,44422.0,1312.54,NH,New Hampshire,33
2008,3.766666666666666,45713.0,1315.906,NH,New Hampshire,33
2009,6.05,45119.0,1316.102,NH,New Hampshire,33
2010,6.058333333333334,46982.0,1316.807,NH,New Hampshire,33
2011,5.491666666666667,49086.0,1320.444,NH,New Hampshire,33
2012,5.4750000000000005,50715.0,1324.677,NH,New Hampshire,33
2013,5.25,50423.0,1327.272,NH,New Hampshire,33
2014,4.316666666666666,51988.0,1334.257,NH,New Hampshire,33
2015,3.391666666666667,54161.0,1337.48,NH,New Hampshire,33
2016,2.891666666666666,55677.0,1343.694,NH,New Hampshire,33
2017,2.808333333333333,57878.0,1350.395,NH,New Hampshire,33
2018,2.6333333333333333,60335.0,1355.064,NH,New Hampshire,33
2019,2.5500000000000003,63946.0,1360.783,NH,New Hampshire,33
2020,6.75,67535.0,1378.756,NH,New Hampshire,33
2021,3.475,73672.0,1387.677,NH,New Hampshire,33
2022,2.4166666666666665,74952.0,1396.678,NH,New Hampshire,33
2023,2.2583333333333333,78936.0,1402.199,NH,New Hampshire,33
2003,5.8500000000000005,41167.0,8601.402,NJ,New Jersey,34
2004,4.916666666666667,42825.0,8634.561,NJ,New Jersey,34
2005,4.441666666666666,44238.0,8651.974,NJ,New Jersey,34
2006,4.691666666666667,47366.0,8661.679,NJ,New Jersey,34
2007,4.208333333333333,50133.0,8677.885,NJ,New Jersey,34
2008,5.425,51606.0,8711.09,NJ,New Jersey,34
2009,8.833333333333334,49828.0,8755.602,NJ,New Jersey,34
2010,9.666666666666666,50961.0,8799.451,NJ,New Jersey,34
2011,9.4,52854.0,8828.552,NJ,New Jersey,34
2012,9.450000000000001,54235.0,8845.671,NJ,New Jersey,34
2013,8.416666666666666,54365.0,8857.821,NJ,New Jersey,34
2014,6.683333333333334,56367.0,8867.277,NJ,New Jersey,34
2015,5.691666666666666,58408.0,8870.312,NJ,New Jersey,34
2016,4.933333333333334,59776.0,8873.584,NJ,New Jersey,34
2017,4.516666666666667,61704.0,8888.147,NJ,New Jersey,34
2018,4.016666666666667,64198.0,8891.73,NJ,New Jersey,34
2019,3.4583333333333335,67518.0,8891.258,NJ,New Jersey,34
2020,9.483333333333333,70430.0,9272.794,NJ,New Jersey,34
2021,6.691666666666666,76040.0,9270.541,NJ,New Jersey,34
2022,3.85,77456.0,9295.227,NJ,New Jersey,34
2023,4.2749999999999995,81325.0,9379.642,NJ,New Jersey,34
2003,5.925,26108.0,1877.574,NM,New Mexico,35
2004,5.583333333333333,27366.0,1903.808,NM,New Mexico,35
2005,5.2250000000000005,28744.0,1932.274,NM,New Mexico,35
2006,4.233333333333333,30433.0,1962.137,NM,New Mexico,35
2007,3.5416666666666665,31780.0,1990.07,NM,New Mexico,35
2008,4.375,33552.0,2010.662,NM,New Mexico,35
2009,7.05,32901.0,2036.802,NM,New Mexico,35
2010,7.816666666666666,33658.0,2064.614,NM,New Mexico,35
2011,7.216666666666666,35069.0,2080.707,NM,New Mexico,35
2012,6.95,35694.0,2087.715,NM,New Mexico,35
2013,6.8999999999999995,34857.0,2092.833,NM,New Mexico,35
2014,6.558333333333334,36880.0,2090.236,NM,New Mexico,35
2015,6.608333333333333,37752.0,2090.071,NM,New Mexico,35
2016,6.783333333333334,38474.0,2092.555,NM,New Mexico,35
2017,6.116666666666667,39196.0,2092.844,NM,New Mexico,35
2018,4.933333333333334,40976.0,2093.754,NM,New Mexico,35
2019,4.966666666666667,43223.0,2099.634,NM,New Mexico,35
2020,7.925,46483.0,2118.606,NM,New Mexico,35
2021,7.066666666666666,50682.0,2117.333,NM,New Mexico,35
2022,4.066666666666667,53069.0,2113.868,NM,New Mexico,35
2023,3.6666666666666665,55166.0,2121.164,NM,New Mexico,35
2003,6.416666666666667,37420.0,19175.939,NY,New York,36
2004,5.808333333333334,39093.0,19171.567,NY,New York,36
2005,4.95,40645.0,19132.61,NY,New York,36
2006,4.5,43760.0,19104.631,NY,New York,36
2007,4.425,47020.0,19132.335,NY,New York,36
2008,5.391666666666667,47909.0,19212.436,NY,New York,36
2009,8.383333333333333,46936.0,19307.066,NY,New York,36
2010,8.733333333333333,48578.0,19399.956,NY,New York,36
2011,8.358333333333333,50772.0,19499.921,NY,New York,36
2012,8.65,52625.0,19574.362,NY,New York,36
2013,7.816666666666666,52874.0,19626.488,NY,New York,36
2014,6.291666666666667,54496.0,19653.431,NY,New York,36
2015,5.216666666666667,56608.0,19657.321,NY,New York,36
2016,4.875,58400.0,19636.391,NY,New York,36
2017,4.641666666666667,62206.0,19593.849,NY,New York,36
2018,4.1000000000000005,64229.0,19544.098,NY,New York,36
2019,3.891666666666667,66460.0,19463.131,NY,New York,36
2020,9.908333333333333,70395.0,20105.171,NY,New York,36
2021,7.083333333333333,76040.0,19848.276,NY,New York,36
2022,4.291666666666667,77382.0,19703.747,NY,New York,36
2023,4.041666666666667,81630.0,19737.367,NY,New York,36
2003,6.258333333333333,28709.0,8422.501,NC,North Carolina,37
2004,5.466666666666666,30586.0,8553.152,NC,North Carolina,37
2005,5.216666666666667,32209.0,8705.407,NC,North Carolina,37
2006,4.733333333333333,34189.0,8917.27,NC,North Carolina,37
2007,4.716666666666667,35960.0,9118.037,NC,North Carolina,37
2008,5.933333333333334,37772.0,9309.449,NC,North Carolina,37
2009,10.791666666666666,35921.0,9449.566,NC,North Carolina,37
2010,10.799999999999999,35848.0,9574.586,NC,North Carolina,37
2011,10.35,36822.0,9658.913,NC,North Carolina,37
2012,9.6,38876.0,9751.81,NC,North Carolina,37
2013,7.7749999999999995,38074.0,9846.717,NC,North Carolina,37
2014,6.116666666666667,39880.0,9937.295,NC,North Carolina,37
2015,5.658333333333334,41632.0,10037.218,NC,North Carolina,37
2016,5.1,42596.0,10161.802,NC,North Carolina,37
2017,4.55,44219.0,10275.758,NC,North Carolina,37
2018,4.008333333333334,46048.0,10391.358,NC,North Carolina,37
2019,3.875,48374.0,10501.384,NC,North Carolina,37
2020,7.325,51779.0,10449.652,NC,North Carolina,37
2021,4.891666666666667,57023.0,10564.32,NC,North Carolina,37
2022,3.6750000000000003,58871.0,10710.793,NC,North Carolina,37
2023,3.4916666666666667,61579.0,10881.189,NC,North Carolina,37
2003,3.4499999999999997,29663.0,638.817,ND,North Dakota,38
2004,3.358333333333333,29984.0,644.705,ND,North Dakota,38
2005,3.3249999999999997,31731.0,646.089,ND,North Dakota,38
2006,3.1166666666666667,33120.0,649.422,ND,North Dakota,38
2007,3.0416666666666665,36501.0,652.822,ND,North Dakota,38
2008,3.0749999999999997,40973.0,657.569,ND,North Dakota,38
2009,3.875,40186.0,664.968,ND,North Dakota,38
2010,3.658333333333333,44081.0,674.752,ND,North Dakota,38
2011,3.341666666666667,48873.0,685.526,ND,North Dakota,38
2012,2.9416666666666664,56056.0,702.227,ND,North Dakota,38
2013,2.891666666666666,54337.0,723.149,ND,North Dakota,38
2014,2.6666666666666665,56647.0,738.736,ND,North Dakota,38
2015,2.775,52972.0,755.537,ND,North Dakota,38
2016,3.016666666666667,51298.0,756.114,ND,North Dakota,38
2017,2.6,51830.0,756.755,ND,North Dakota,38
2018,2.3916666666666666,55173.0,760.062,ND,North Dakota,38
2019,2.15,56657.0,763.724,ND,North Dakota,38
2020,5.008333333333334,60368.0,779.563,ND,North Dakota,38
2021,3.091666666666667,65975.0,777.966,ND,North Dakota,38
2022,2.091666666666667,71042.0,781.057,ND,North Dakota,38
2023,2.033333333333333,71574.0,789.047,ND,North Dakota,38
2003,6.25,30471.0,11434.788,OH,Ohio,39
2004,6.2250000000000005,31588.0,11452.251,OH,Ohio,39
2005,5.8999999999999995,32419.0,11463.32,OH,Ohio,39
2006,5.433333333333334,33976.0,11481.213,OH,Ohio,39
2007,5.6000000000000005,35371.0,11500.468,OH,Ohio,39
2008,6.6000000000000005,36654.0,11515.391,OH,Ohio,39
2009,10.216666666666667,35593.0,11528.896,OH,Ohio,39
2010,9.991666666666667,36580.0,11539.449,OH,Ohio,39
2011,8.758333333333333,38927.0,11545.735,OH,Ohio,39
2012,7.391666666666667,40279.0,11550.971,OH,Ohio,39
2013,7.383333333333333,40752.0,11579.692,OH,Ohio,39
2014,5.816666666666666,42277.0,11606.573,OH,Ohio,39
2015,4.958333333333333,43799.0,11622.315,OH,Ohio,39
2016,5.058333333333334,44574.0,11640.06,OH,Ohio,39
2017,4.933333333333334,46114.0,11665.706,OH,Ohio,39
2018,4.4750000000000005,47821.0,11680.892,OH,Ohio,39
2019,4.125,49395.0,11696.507,OH,Ohio,39
2020,8.258333333333333,52839.0,11798.905,OH,Ohio,39
2021,5.241666666666666,57330.0,11767.344,OH,Ohio,39
2022,3.9749999999999996,58301.0,11777.874,OH,Ohio,39
2023,3.6333333333333333,61297.0,11824.034,OH,Ohio,39
2003,5.383333333333333,27184.0,3504.892,OK,Oklahoma,40
2004,4.708333333333333,29194.0,3525.233,OK,Oklahoma,40
2005,4.325,31699.0,3548.597,OK,Oklahoma,40
2006,3.908333333333333,34650.0,3594.09,OK,Oklahoma,40
2007,3.9583333333333335,35493.0,3634.349,OK,Oklahoma,40
2008,3.608333333333333,39154.0,3668.976,OK,Oklahoma,40
2009,6.516666666666667,35835.0,3717.572,OK,Oklahoma,40
2010,6.441666666666666,37157.0,3760.014,OK,Oklahoma,40
2011,5.566666666666666,39694.0,3788.824,OK,Oklahoma,40
2012,5.075,41905.0,3819.32,OK,Oklahoma,40
2013,5.116666666666666,43607.0,3853.891,OK,Oklahoma,40
2014,4.341666666666667,45884.0,3879.187,OK,Oklahoma,40
2015,4.283333333333333,44279.0,3910.518,OK,Oklahoma,40
2016,4.6499999999999995,42053.0,3928.143,OK,Oklahoma,40
2017,4.033333333333333,43873.0,3933.602,OK,Oklahoma,40
2018,3.2916666666666665,46030.0,3943.488,OK,Oklahoma,40
2019,3.1166666666666667,48177.0,3960.676,OK,Oklahoma,40
2020,6.3,50020.0,3965.415,OK,Oklahoma,40
2021,4.0249999999999995,54492.0,3992.238,OK,Oklahoma,40
2022,3.025,57943.0,4026.229,OK,Oklahoma,40
2023,3.1999999999999997,60395.0,4063.882,OK,Oklahoma,40
2003,8.016666666666667,29523.0,3547.376,OR,Oregon,41
2004,7.316666666666666,30980.0,3569.463,OR,Oregon,41
2005,6.166666666666667,32125.0,3613.202,OR,Oregon,41
2006,5.391666666666667,34488.0,3670.883,OR,Oregon,41
2007,5.158333333333333,35624.0,3722.417,OR,Oregon,41
2008,6.308333333333334,36856.0,3768.748,OR,Oregon,41
2009,10.633333333333333,35286.0,3808.6,OR,Oregon,41
2010,10.558333333333332,35941.0,3837.614,OR,Oregon,41
2011,9.458333333333334,37531.0,3872.672,OR,Oregon,41
2012,8.708333333333334,39128.0,3900.102,OR,Oregon,41
2013,7.75,39462.0,3924.11,OR,Oregon,41
2014,6.641666666666667,41654.0,3965.447,OR,Oregon,41
2015,5.458333333333333,44166.0,4018.542,OR,Oregon,41
2016,4.75,45467.0,4093.271,OR,Oregon,41
2017,4.066666666666666,47566.0,4147.294,OR,Oregon,41
2018,4.033333333333333,50209.0,4183.538,OR,Oregon,41
2019,3.725,52190.0,4216.116,OR,Oregon,41
2020,7.574999999999999,56594.0,4243.779,OR,Oregon,41
2021,5.1499999999999995,62379.0,4254.28,OR,Oregon,41
2022,3.9250000000000003,63986.0,4247.372,OR,Oregon,41
2023,3.7583333333333333,67514.0,4253.653,OR,Oregon,41
2003,5.7,33066.0,12374.658,PA,Pennsylvania,42
2004,5.341666666666668,34860.0,12410.722,PA,Pennsylvania,42
2005,4.991666666666666,36173.0,12449.99,PA,Pennsylvania,42
2006,4.7250000000000005,37803.0,12510.809,PA,Pennsylvania,42
2007,4.591666666666667,40008.0,12563.937,PA,Pennsylvania,42
2008,5.383333333333333,41467.0,12612.285,PA,Pennsylvania,42
2009,8.016666666666666,40446.0,12666.858,PA,Pennsylvania,42
2010,8.116666666666667,42097.0,12711.406,PA,Pennsylvania,42
2011,7.7,44119.0,12747.052,PA,Pennsylvania,42
2012,7.583333333333333,45637.0,12769.123,PA,Pennsylvania,42
2013,7.05,45902.0,12779.538,PA,Pennsylvania,42
2014,5.966666666666666,47467.0,12792.392,PA,Pennsylvania,42
2015,5.416666666666667,49291.0,12789.838,PA,Pennsylvania,42
2016,5.333333333333333,50572.0,12788.468,PA,Pennsylvania,42
2017,4.9750000000000005,51886.0,12794.679,PA,Pennsylvania,42
2018,4.408333333333333,54468.0,12809.107,PA,Pennsylvania,42
2019,4.266666666666667,56139.0,12798.883,PA,Pennsylvania,42
2020,8.833333333333334,60245.0,12996.143,PA,Pennsylvania,42
2021,5.8999999999999995,63779.0,13015.571,PA,Pennsylvania,42
2022,4.125,65336.0,12984.99,PA,Pennsylvania,42
2023,3.658333333333333,68649.0,13017.721,PA,Pennsylvania,42
2003,5.5249999999999995,34256.0,1071.342,RI,Rhode Island,44
2004,5.283333333333333,35867.0,1074.579,RI,Rhode Island,44
2005,5.141666666666667,36746.0,1067.916,RI,Rhode Island,44
2006,5.258333333333334,38719.0,1063.096,RI,Rhode Island,44
2007,5.116666666666666,40608.0,1057.315,RI,Rhode Island,44
2008,7.625,41487.0,1055.003,RI,Rhode Island,44
2009,11.166666666666666,40588.0,1053.646,RI,Rhode Island,44
2010,11.616666666666667,42630.0,1053.994,RI,Rhode Island,44
2011,11.1,44095.0,1053.829,RI,Rhode Island,44
2012,10.299999999999999,45298.0,1054.893,RI,Rhode Island,44
2013,9.483333333333333,45104.0,1055.56,RI,Rhode Island,44
2014,7.766666666666667,46630.0,1056.511,RI,Rhode Island,44
2015,6.016666666666667,48049.0,1056.886,RI,Rhode Island,44
2016,5.241666666666666,48515.0,1057.816,RI,Rhode Island,44
2017,4.4750000000000005,50414.0,1056.554,RI,Rhode Island,44
2018,4.05,52132.0,1059.338,RI,Rhode Island,44
2019,3.525,55123.0,1058.158,RI,Rhode Island,44
2020,9.258333333333333,59250.0,1096.53,RI,Rhode Island,44
2021,5.6000000000000005,62898.0,1097.246,RI,Rhode Island,44
2022,3.233333333333333,64075.0,1099.498,RI,Rhode Island,44
2023,2.983333333333333,67105.0,1103.429,RI,Rhode Island,44
2003,6.75,26792.0,4150.297,SC,South Carolina,45
2004,6.925,27892.0,4210.921,SC,South Carolina,45
2005,6.783333333333334,29136.0,4270.15,SC,South Carolina,45
2006,6.3500000000000005,30789.0,4357.847,SC,South Carolina,45
2007,5.616666666666667,32190.0,4444.11,SC,South Carolina,45
2008,6.916666666666667,33110.0,4528.996,SC,South Carolina,45
2009,10.966666666666667,31973.0,4589.872,SC,South Carolina,45
2010,11.083333333333334,32749.0,4635.846,SC,South Carolina,45
2011,10.358333333333333,34406.0,4672.655,SC,South Carolina,45
2012,9.033333333333333,35807.0,4719.027,SC,South Carolina,45
2013,7.425,35923.0,4766.469,SC,South Carolina,45
2014,6.3,37755.0,4826.858,SC,South Carolina,45
2015,5.8999999999999995,39598.0,4896.006,SC,South Carolina,45
2016,4.8999999999999995,40752.0,4963.031,SC,South Carolina,45
2017,4.191666666666666,42385.0,5027.102,SC,South Carolina,45
2018,3.3666666666666667,43817.0,5091.702,SC,South Carolina,45
2019,2.766666666666667,46150.0,5157.702,SC,South Carolina,45
2020,6.0,48769.0,5132.249,SC,South Carolina,45
2021,3.9250000000000003,53220.0,5194.274,SC,South Carolina,45
2022,3.1999999999999997,54378.0,5287.935,SC,South Carolina,45
2023,2.9916666666666667,57180.0,5387.83,SC,South Carolina,45
2003,3.475,29883.0,763.729,SD,South Dakota,46
2004,3.5666666666666664,31871.0,770.396,SD,South Dakota,46
2005,3.516666666666667,33534.0,775.493,SD,South Dakota,46
2006,3.0083333333333333,34983.0,783.033,SD,South Dakota,46
2007,2.8499999999999996,38330.0,791.623,SD,South Dakota,46
2008,3.0749999999999997,40891.0,799.124,SD,South Dakota,46
2009,4.6000000000000005,39435.0,807.067,SD,South Dakota,46
2010,4.858333333333333,41275.0,816.193,SD,South Dakota,46
2011,4.558333333333334,44532.0,823.74,SD,South Dakota,46
2012,4.016666666666667,44996.0,833.859,SD,South Dakota,46
2013,3.6999999999999997,44988.0,842.751,SD,South Dakota,46
2014,3.341666666666667,46732.0,849.67,SD,South Dakota,46
2015,3.025,48308.0,854.663,SD,South Dakota,46
2016,3.0,48284.0,863.693,SD,South Dakota,46
2017,3.016666666666667,49408.0,873.732,SD,South Dakota,46
2018,2.766666666666667,51579.0,879.386,SD,South Dakota,46
2019,2.7416666666666667,54408.0,887.127,SD,South Dakota,46
2020,4.141666666666667,59422.0,887.948,SD,South Dakota,46
2021,2.5416666666666665,67014.0,896.492,SD,South Dakota,46
2022,1.8916666666666666,69736.0,909.723,SD,South Dakota,46
2023,1.8,72546.0,918.305,SD,South Dakota,46
2003,5.533333333333334,29059.0,5847.812,TN,Tennessee,47
2004,5.3500000000000005,30435.0,5910.809,TN,Tennessee,47
2005,5.5,31410.0,5991.057,TN,Tennessee,47
2006,5.216666666666667,32878.0,6088.766,TN,Tennessee,47
2007,4.6499999999999995,33963.0,6175.727,TN,Tennessee,47
2008,6.508333333333333,34954.0,6247.411,TN,Tennessee,47
2009,10.383333333333333,34427.0,6306.019,TN,Tennessee,47
2010,9.799999999999999,35809.0,6355.518,TN,Tennessee,47
2011,9.041666666666666,37696.0,6400.298,TN,Tennessee,47
2012,7.925,39079.0,6455.752,TN,Tennessee,47
2013,7.625,39099.0,6496.943,TN,Tennessee,47
2014,6.575,40225.0,6544.617,TN,Tennessee,47
2015,5.5249999999999995,41937.0,6595.354,TN,Tennessee,47
2016,4.741666666666666,42938.0,6651.277,TN,Tennessee,47
2017,3.733333333333333,44407.0,6714.748,TN,Tennessee,47
2018,3.5,46449.0,6778.18,TN,Tennessee,47
2019,3.3333333333333335,48903.0,6830.325,TN,Tennessee,47
2020,7.491666666666666,51945.0,6927.904,TN,Tennessee,47
2021,4.466666666666667,57491.0,6965.74,TN,Tennessee,47
2022,3.3499999999999996,59099.0,7062.217,TN,Tennessee,47
2023,3.225,62039.0,7148.304,TN,Tennessee,47
2003,6.758333333333333,30176.0,22030.931,TX,Texas,48
2004,6.0249999999999995,31097.0,22394.023,TX,Texas,48
2005,5.4750000000000005,33136.0,22778.123,TX,Texas,48
2006,4.9750000000000005,35422.0,23359.58,TX,Texas,48
2007,4.341666666666667,36879.0,23831.983,TX,Texas,48
2008,4.866666666666666,39841.0,24309.039,TX,Texas,48
2009,7.591666666666668,37234.0,24801.761,TX,Texas,48
2010,8.25,38911.0,25241.897,TX,Texas,48
2011,8.033333333333333,41941.0,25645.504,TX,Texas,48
2012,6.708333333333333,43869.0,26084.12,TX,Texas,48
2013,6.316666666666666,44403.0,26479.646,TX,Texas,48
2014,5.183333333333334,46747.0,26963.092,TX,Texas,48
2015,4.466666666666667,46767.0,27468.531,TX,Texas,48
2016,4.666666666666667,45868.0,27914.064,TX,Texas,48
2017,4.358333333333333,48524.0,28291.024,TX,Texas,48
2018,3.9166666666666665,51346.0,28624.564,TX,Texas,48
2019,3.525,53271.0,28986.794,TX,Texas,48
2020,7.7250000000000005,54795.0,29239.57,TX,Texas,48
2021,5.625,60192.0,29570.351,TX,Texas,48
2022,3.9166666666666665,62812.0,30113.488,TX,Texas,48
2023,4.016666666666667,65768.0,30727.89,TX,Texas,48
2003,5.575,25749.0,2360.137,UT,Utah,49
2004,5.0,26980.0,2401.58,UT,Utah,49
2005,4.041666666666667,28751.0,2457.719,UT,Utah,49
2006,2.8666666666666667,31107.0,2525.507,UT,Utah,49
2007,2.558333333333333,32924.0,2597.746,UT,Utah,49
2008,3.341666666666667,33784.0,2663.029,UT,Utah,49
2009,7.625,31796.0,2723.421,UT,Utah,49
2010,8.258333333333333,32037.0,2775.413,UT,Utah,49
2011,7.216666666666666,34015.0,2814.797,UT,Utah,49
2012,4.758333333333334,35622.0,2854.146,UT,Utah,49
2013,4.191666666666666,36102.0,2898.773,UT,Utah,49
2014,3.625,37621.0,2938.327,UT,Utah,49
2015,3.5,39881.0,2983.626,UT,Utah,49
2016,3.3333333333333335,41295.0,3044.241,UT,Utah,49
2017,3.158333333333333,43030.0,3103.54,UT,Utah,49
2018,2.9166666666666665,45463.0,3155.153,UT,Utah,49
2019,2.5416666666666665,48163.0,3203.383,UT,Utah,49
2020,4.833333333333333,51741.0,3284.077,UT,Utah,49
2021,2.766666666666667,58183.0,3339.738,UT,Utah,49
2022,2.3666666666666667,60607.0,3391.011,UT,Utah,49
2023,2.6666666666666665,63700.0,3443.222,UT,Utah,49
2003,4.341666666666667,32282.0,617.858,VT,Vermont,50
2004,3.641666666666667,33955.0,619.92,VT,Vermont,50
2005,3.475,34573.0,621.215,VT,Vermont,50
2006,3.6833333333333336,36609.0,622.892,VT,Vermont,50
2007,3.8833333333333333,38595.0,623.481,VT,Vermont,50
2008,4.483333333333333,40774.0,624.151,VT,Vermont,50
2009,6.516666666666667,40358.0,624.817,VT,Vermont,50
2010,6.208333333333333,41491.0,625.886,VT,Vermont,50
2011,5.3999999999999995,43754.0,627.197,VT,Vermont,50
2012,4.783333333333333,44858.0,626.361,VT,Vermont,50
2013,4.416666666666667,45296.0,626.603,VT,Vermont,50
2014,3.908333333333333,46894.0,625.693,VT,Vermont,50
2015,3.475,48117.0,625.81,VT,Vermont,50
2016,3.125,48827.0,624.366,VT,Vermont,50
2017,2.9499999999999997,50009.0,625.132,VT,Vermont,50
2018,2.5,51691.0,624.802,VT,Vermont,50
2019,2.1,54278.0,624.046,VT,Vermont,50
2020,5.6499999999999995,58131.0,642.977,VT,Vermont,50
2021,3.6166666666666667,60807.0,647.21,VT,Vermont,50
2022,2.35,63523.0,648.142,VT,Vermont,50
2023,1.9083333333333332,66803.0,648.708,VT,Vermont,50
2003,4.108333333333333,36151.0,7366.977,VA,Virginia,51
2004,3.716666666666667,38082.0,7475.575,VA,Virginia,51
2005,3.4916666666666667,40027.0,7577.105,VA,Virginia,51
2006,3.0749999999999997,42164.0,7673.725,VA,Virginia,51
2007,3.0749999999999997,44020.0,7751.0,VA,Virginia,51
2008,4.075,45383.0,7833.496,VA,Virginia,51
2009,6.766666666666667,44091.0,7925.937,VA,Virginia,51
2010,6.808333333333334,45442.0,8024.004,VA,Virginia,51
2011,6.283333333333334,47563.0,8102.437,VA,Virginia,51
2012,5.816666666666666,49049.0,8187.456,VA,Virginia,51
2013,5.5249999999999995,48195.0,8255.861,VA,Virginia,51
2014,5.066666666666666,49760.0,8315.43,VA,Virginia,51
2015,4.375,51617.0,8367.303,VA,Virginia,51
2016,4.0,52656.0,8417.651,VA,Virginia,51
2017,3.625,54377.0,8471.011,VA,Virginia,51
2018,3.0,56130.0,8510.92,VA,Virginia,51
2019,2.725,58362.0,8556.642,VA,Virginia,51
2020,6.516666666666667,61400.0,8637.615,VA,Virginia,51
2021,3.8333333333333335,66971.0,8658.91,VA,Virginia,51
2022,2.6916666666666664,69673.0,8683.414,VA,Virginia,51
2023,2.6916666666666664,73681.0,8734.685,VA,Virginia,51
2003,7.266666666666667,34267.0,6104.115,WA,Washington,53
2004,6.25,36309.0,6178.645,WA,Washington,53
2005,5.575,37202.0,6257.305,WA,Washington,53
2006,4.991666666666666,39744.0,6370.753,WA,Washington,53
2007,4.608333333333333,42524.0,6461.587,WA,Washington,53
2008,5.2,44098.0,6562.231,WA,Washington,53
2009,9.041666666666666,41679.0,6667.426,WA,Washington,53
2010,9.991666666666667,42327.0,6743.009,WA,Washington,53
2011,9.433333333333334,44279.0,6827.479,WA,Washington,53
2012,8.441666666666666,47053.0,6898.599,WA,Washington,53
2013,6.625,47448.0,6966.252,WA,Washington,53
2014,5.933333333333334,50259.0,7057.531,WA,Washington,53
2015,5.441666666666666,52408.0,7167.287,WA,Washington,53
2016,5.191666666666666,54296.0,7299.961,WA,Washington,53
2017,4.6499999999999995,56800.0,7427.951,WA,Washington,53
2018,4.3999999999999995,59824.0,7526.793,WA,Washington,53
2019,4.183333333333334,63431.0,7614.024,WA,Washington,53
2020,8.700000000000001,67619.0,7727.209,WA,Washington,53
2021,5.191666666666667,73628.0,7743.76,WA,Washington,53
2022,4.058333333333334,75580.0,7794.123,WA,Washington,53
2023,4.2,80472.0,7857.32,WA,Washington,53
2003,6.125,24804.0,1812.295,WV,West Virginia,54
2004,5.375,25628.0,1816.438,WV,West Virginia,54
2005,5.041666666666667,26836.0,1820.492,WV,West Virginia,54
2006,4.7749999999999995,28528.0,1827.912,WV,West Virginia,54
2007,4.4750000000000005,29544.0,1834.052,WV,West Virginia,54
2008,4.5249999999999995,31494.0,1840.31,WV,West Virginia,54
2009,7.9750000000000005,31653.0,1847.775,WV,West Virginia,54
2010,8.4,32642.0,1854.265,WV,West Virginia,54
2011,7.708333333333333,34490.0,1856.606,WV,West Virginia,54
2012,7.2,35233.0,1857.446,WV,West Virginia,54
2013,6.708333333333333,35093.0,1854.768,WV,West Virginia,54
2014,6.491666666666667,36243.0,1850.569,WV,West Virginia,54
2015,6.541666666666667,37068.0,1843.332,WV,West Virginia,54
2016,6.075,37075.0,1832.435,WV,West Virginia,54
2017,5.2,38841.0,1818.683,WV,West Virginia,54
2018,5.141666666666667,41001.0,1805.953,WV,West Virginia,54
2019,4.925,42615.0,1795.263,WV,West Virginia,54
2020,8.333333333333334,44867.0,1791.646,WV,West Virginia,54
2021,5.141666666666667,48792.0,1785.618,WV,West Virginia,54
2022,3.858333333333333,50131.0,1774.122,WV,West Virginia,54
